FILE_TYPE,DISCHARGE_MONTH,PREV_YR_AVG,#_RECDS_EXPECTED_(TARGET),#_RECDS_LOADED,SHORTAGE,PCT_OF_PREVYRAVG_SUBMTD_,EXCEPTION_ON_FILE_W/SPARCS,EXTENSION_GRANTED,FILE_LAST_SUBMTD,PFI,AUDIT_YEAR
OP,April,,1016,"1,674",,1.31,,,2022   NOV,000118,2022
OP,May,,1016,"1,562",,1.22,,,2022   NOV,000118,2022
OP,June,,1016,"1,607",,1.26,,,2022   NOV,000118,2022
OP,July,,1016,0,1016,0.0,NO,,,000118,2022
OP,August,,1016,"1,895",,1.49,,,2022   NOV,000118,2022
OP,September,,1016,"1,662",,1.3,,,2022   DEC,000118,2022
AS,January,162,129,125,4,0.77,YES,,2019   OCT,009794,2019
AS,February,,121,115,6,0.7,YES,,2019   NOV,009794,2019
AS,March,,129,110,19,0.67,YES,,2019   OCT,009794,2019
AS,April,,129,132,,0.81,,,2019   NOV,009794,2019
AS,May,,129,126,3,0.77,YES,,2019   NOV,009794,2019
AS,June,,129,119,10,0.73,YES,,2019   NOV,009794,2019
AS,July,,129,147,,0.9,,,2019   NOV,009794,2019
AS,August,,129,182,,1.12,,,2019   DEC,009794,2019
AS,September,,129,163,,1.0,,,2019   DEC,009794,2019
AS,October,,129,206,,1.27,,,2019   DEC,009794,2019
AS,November,,129,211,,1.3,,,2020   FEB,009794,2019
AS,December,,121,176,,1.08,,,2020   FEB,009794,2019
AS,January,1612,1289,"1,689",,1.04,,,2019   OCT,003067,2019
AS,February,,1209,"1,446",,0.89,,,2019   NOV,003067,2019
AS,March,,1289,"1,670",,1.03,,,2020   MAY,003067,2019
AS,April,,1289,"1,583",,0.98,,,2020   MAY,003067,2019
AS,May,,1289,"1,640",,1.01,,,2020   MAY,003067,2019
AS,June,,1289,"1,531",,0.94,,,2020   MAY,003067,2019
AS,July,,1289,"1,502",,0.93,,,2020   MAY,003067,2019
AS,August,,1289,"1,124",165,0.69,YES,,2020   MAY,003067,2019
AS,September,,1289,"1,496",,0.92,,,2019   DEC,003067,2019
AS,October,,1289,"1,960",,1.21,,,2020   MAY,003067,2019
AS,November,,1289,"1,908",,1.18,,,2020   MAY,003067,2019
AS,December,,1209,"1,843",,1.14,,,2020   MAY,003067,2019
ED,January,3137,2509,"2,971",,0.94,,,2020   MAY,003067,2019
ED,February,,2352,"2,807",,0.89,,,2020   MAY,003067,2019
ED,March,,2509,"3,090",,0.98,,,2019   NOV,003067,2019
ED,April,,2509,"2,911",,0.92,,,2019   NOV,003067,2019
ED,May,,2509,"3,193",,1.01,,,2019   NOV,003067,2019
ED,June,,2509,"3,300",,1.05,,,2019   NOV,003067,2019
ED,July,,2509,"3,299",,1.05,,,2020   MAY,003067,2019
ED,August,,2509,"3,135",,0.99,,,2020   MAY,003067,2019
ED,September,,2509,"3,073",,0.97,,,2020   MAY,003067,2019
ED,October,,2509,"3,131",,0.99,,,2020   MAY,003067,2019
ED,November,,2509,"3,029",,0.96,,,2020   MAY,003067,2019
ED,December,,2352,"3,014",,0.96,,,2020   MAY,003067,2019
IP,January,1487,1189,"1,488",,1.0,,,2019   OCT,003067,2019
IP,February,,1115,"1,386",,0.93,,,2020   MAY,003067,2019
IP,March,,1189,"1,582",,1.06,,,2019   NOV,003067,2019
IP,April,,1189,"1,574",,1.05,,,2020   MAY,003067,2019
IP,May,,1189,"1,628",,1.09,,,2019   NOV,003067,2019
IP,June,,1189,"1,432",,0.96,,,2019   NOV,003067,2019
IP,July,,1189,"1,540",,1.03,,,2020   MAY,003067,2019
IP,August,,1189,"1,655",,1.11,,,2020   MAY,003067,2019
IP,September,,1189,"1,515",,1.01,,,2020   MAY,003067,2019
AS,January,594,475,0,475,0.0,NO,,,006758,2023
AS,February,,445,0,445,0.0,NO,,,006758,2023
AS,January,1314,1051,0,1051,0.0,NO,,,000527,2023
AS,February,,985,0,985,0.0,NO,,,000527,2023
AS,January,785,628,821,,1.04,,,2020   APR,000635,2020
AS,February,,588,713,,0.9,,,2020   JUL,000635,2020
AS,March,,628,581,47,0.74,YES,,2020   JUL,000635,2020
AS,April,,628,165,463,0.21,YES,,2020   JUL,000635,2020
AS,May,,628,338,290,0.43,YES,,2020   OCT,000635,2020
AS,June,,628,663,,0.84,,,2020   OCT,000635,2020
AS,July,,628,800,,1.01,,,2020   OCT,000635,2020
AS,August,,628,773,,0.98,,,2020   DEC,000635,2020
AS,September,,628,731,,0.93,,,2021   MAR,000635,2020
AS,October,,628,729,,0.92,,,2021   JAN,000635,2020
AS,November,,628,711,,0.9,,,2021   MAR,000635,2020
AS,December,,588,496,92,0.63,YES,,2021   MAR,000635,2020
ED,January,4769,3815,"4,900",,1.02,,,2020   JUN,000635,2020
ED,February,,3576,"4,714",,0.98,,,2020   JUN,000635,2020
ED,March,,3815,"3,893",,0.81,,,2020   JUL,000635,2020
ED,April,,3815,"2,222",1593,0.46,YES,,2020   JUL,000635,2020
ED,May,,3815,"2,934",881,0.61,YES,,2020   AUG,000635,2020
ED,June,,3815,"3,486",329,0.73,YES,,2021   JAN,000635,2020
ED,July,,3815,"3,985",,0.83,,,2021   JAN,000635,2020
ED,August,,3815,"4,131",,0.86,,,2020   DEC,000635,2020
ED,September,,3815,"3,885",,0.81,,,2021   APR,000635,2020
ED,October,,3815,"4,159",,0.87,,,2021   JUN,000635,2020
ED,November,,3815,"4,084",,0.85,,,2021   MAR,000635,2020
ED,December,,3576,"3,881",,0.81,,,2021   MAR,000635,2020
IP,January,2103,1682,"2,137",,1.01,,,2020   JUL,000635,2020
IP,February,,1577,"1,951",,0.92,,,2020   JUL,000635,2020
IP,March,,1682,"1,832",,0.87,,,2020   OCT,000635,2020
IP,April,,1682,"1,324",358,0.62,YES,,2020   OCT,000635,2020
IP,May,,1682,"1,653",29,0.78,YES,,2020   DEC,000635,2020
IP,June,,1682,"1,844",,0.87,,,2021   JAN,000635,2020
IP,July,,1682,"2,087",,0.99,,,2021   JAN,000635,2020
IP,August,,1682,"2,022",,0.96,,,2021   MAR,000635,2020
IP,September,,1682,"2,004",,0.95,,,2021   MAY,000635,2020
AS,January,986,788,765,23,0.77,YES,,2022   MAY,009463,2022
AS,February,,739,836,,0.84,,,2022   APR,009463,2022
AS,March,,788,963,,0.97,,,2022   APR,009463,2022
AS,April,,788,923,,0.93,,,2022   MAY,009463,2022
AS,May,,788,888,,0.9,,,2022   JUL,009463,2022
AS,June,,788,867,,0.87,,,2022   JUL,009463,2022
AS,July,,788,835,,0.84,,,2022   AUG,009463,2022
AS,August,,788,749,39,0.75,NO,,2022   SEP,009463,2022
AS,September,,788,960,,0.97,,,2022   DEC,009463,2022
AS,October,,788,0,788,0.0,NO,,,009463,2022
AS,November,,788,750,38,0.76,NO,,2022   DEC,009463,2022
AS,December,,739,0,739,0.0,NO,,,009463,2022
AS,January,314,251,326,,1.03,,,2022   SEP,000180,2022
AS,February,,235,317,,1.0,,,2022   SEP,000180,2022
AS,March,,251,413,,1.31,,,2022   SEP,000180,2022
AS,April,,251,395,,1.25,,,2022   SEP,000180,2022
AS,May,,251,376,,1.19,,,2022   SEP,000180,2022
AS,June,,251,357,,1.13,,,2022   AUG,000180,2022
AS,July,,251,293,,0.93,,,2022   SEP,000180,2022
AS,August,,251,388,,1.23,,,2022   NOV,000180,2022
AS,September,,251,385,,1.22,,,2022   NOV,000180,2022
AS,October,,251,351,,1.11,,,2023   JAN,000180,2022
AS,November,,251,358,,1.14,,,2023   MAR,000180,2022
AS,December,,235,377,,1.2,,,2023   MAR,000180,2022
ED,January,2030,1624,"2,017",,0.99,,,2022   MAY,000180,2022
ED,February,,1522,"1,794",,0.88,,,2022   JUN,000180,2022
ED,March,,1624,"2,230",,1.09,,,2022   MAY,000180,2022
ED,April,,1624,"2,335",,1.15,,,2022   SEP,000180,2022
ED,May,,1624,"2,586",,1.27,,,2022   SEP,000180,2022
ED,June,,1624,"2,408",,1.18,,,2022   SEP,000180,2022
ED,July,,1624,"2,613",,1.28,,,2023   MAR,000180,2022
ED,August,,1624,"2,472",,1.21,,,2022   NOV,000180,2022
ED,September,,1624,"2,526",,1.24,,,2022   DEC,000180,2022
ED,October,,1624,"2,598",,1.27,,,2023   MAR,000180,2022
ED,November,,1624,"2,633",,1.29,,,2023   MAR,000180,2022
ED,December,,1522,"2,399",,1.18,,,2023   MAR,000180,2022
IP,January,646,516,547,,0.84,,,2022   APR,000180,2022
IP,February,,484,535,,0.82,,,2022   APR,000180,2022
IP,March,,516,643,,0.99,,,2022   JUN,000180,2022
IP,April,,516,651,,1.0,,,2022   JUN,000180,2022
IP,May,,516,652,,1.0,,,2022   AUG,000180,2022
IP,June,,516,694,,1.07,,,2022   AUG,000180,2022
IP,July,,516,615,,0.95,,,2022   OCT,000180,2022
IP,August,,516,738,,1.14,,,2022   OCT,000180,2022
IP,September,,516,686,,1.06,,,2023   MAR,000180,2022
AS,January,549,439,289,150,0.52,YES,,2023   JAN,001294,2022
AS,February,,411,438,,0.79,,,2023   JAN,001294,2022
AS,March,,439,589,,1.07,,,2023   JAN,001294,2022
AS,April,,439,497,,0.9,,,2023   JAN,001294,2022
AS,May,,439,562,,1.02,,,2023   MAR,001294,2022
AS,June,,439,576,,1.04,,,2023   FEB,001294,2022
AS,July,,439,466,,0.84,,,2023   JAN,001294,2022
AS,August,,439,481,,0.87,,,2023   FEB,001294,2022
AS,September,,439,433,6,0.78,YES,,2023   MAR,001294,2022
AS,October,,439,394,45,0.71,NO,,2023   JAN,001294,2022
AS,November,,439,380,59,0.69,NO,,2023   FEB,001294,2022
AS,December,,411,344,67,0.62,NO,,2023   FEB,001294,2022
ED,January,5134,4107,"5,010",,0.97,,,2023   FEB,001294,2022
ED,February,,3850,"4,361",,0.84,,,2023   FEB,001294,2022
ED,March,,4107,"5,565",,1.08,,,2023   MAR,001294,2022
ED,April,,4107,"5,565",,1.08,,,2023   MAR,001294,2022
ED,May,,4107,"6,497",,1.26,,,2023   MAR,001294,2022
ED,June,,4107,"6,198",,1.2,,,2023   MAR,001294,2022
ED,July,,4107,"6,465",,1.25,,,2023   MAR,001294,2022
ED,August,,4107,"6,287",,1.22,,,2023   MAR,001294,2022
ED,September,,4107,"6,301",,1.22,,,2023   MAR,001294,2022
ED,October,,4107,"6,418",,1.25,,,2023   MAR,001294,2022
ED,November,,4107,"7,089",,1.38,,,2023   MAR,001294,2022
ED,December,,3850,"6,811",,1.32,,,2023   MAR,001294,2022
IP,January,1017,813,"1,190",,1.17,,,2022   DEC,001294,2022
IP,February,,762,995,,0.97,,,2023   FEB,001294,2022
IP,March,,813,"1,101",,1.08,,,2023   FEB,001294,2022
IP,April,,813,"1,022",,1.0,,,2023   FEB,001294,2022
IP,May,,813,"1,053",,1.03,,,2023   FEB,001294,2022
IP,June,,813,"1,056",,1.03,,,2023   FEB,001294,2022
IP,July,,813,"1,072",,1.05,,,2023   MAR,001294,2022
IP,August,,813,"1,120",,1.1,,,2023   MAR,001294,2022
IP,September,,813,"1,074",,1.05,,,2023   FEB,001294,2022
ED,January,605,484,640,,1.05,,,2022   MAY,008554,2022
ED,February,,453,507,,0.83,,,2022   MAY,008554,2022
ED,March,,484,550,,0.9,,,2022   JUN,008554,2022
ED,April,,484,601,,0.99,,,2022   JUN,008554,2022
ED,May,,484,698,,1.15,,,2023   MAR,008554,2022
ED,June,,484,658,,1.08,,,2023   MAR,008554,2022
ED,July,,484,658,,1.08,,,2022   OCT,008554,2022
ED,August,,484,635,,1.04,,,2022   OCT,008554,2022
ED,September,,484,591,,0.97,,,2022   NOV,008554,2022
ED,October,,484,699,,1.15,,,2023   JAN,008554,2022
ED,November,,484,681,,1.12,,,2023   JAN,008554,2022
ED,December,,453,816,,1.34,,,2023   MAR,008554,2022
OP,January,1124,899,885,14,0.78,YES,,2022   JUN,008554,2022
OP,February,,843,921,,0.81,,,2022   JUN,008554,2022
OP,March,,899,"1,013",,0.9,,,2022   JUN,008554,2022
OP,April,,899,890,9,0.79,YES,,2022   OCT,008554,2022
OP,May,,899,"1,109",,0.98,,,2023   MAR,008554,2022
OP,June,,899,"1,079",,0.95,,,2023   MAR,008554,2022
OP,July,,899,966,,0.85,,,2022   NOV,008554,2022
OP,August,,899,"1,028",,0.91,,,2022   NOV,008554,2022
OP,September,,899,"1,044",,0.92,,,2023   JAN,008554,2022
OP,October,,899,972,,0.86,,,2023   JAN,008554,2022
OP,November,,899,892,7,0.79,NO,,2023   FEB,008554,2022
OP,December,,843,820,23,0.72,NO,,2023   FEB,008554,2022
AS,January,771,616,572,44,0.74,YES,,2022   APR,001738,2022
AS,February,,578,699,,0.9,,,2022   APR,001738,2022
AS,March,,616,829,,1.07,,,2022   MAY,001738,2022
AS,April,,616,746,,0.96,,,2022   JUN,001738,2022
AS,May,,616,741,,0.96,,,2022   AUG,001738,2022
AS,June,,616,862,,1.11,,,2022   AUG,001738,2022
AS,July,,616,693,,0.89,,,2022   SEP,001738,2022
AS,August,,616,445,171,0.57,NO,,2022   OCT,001738,2022
AS,September,,616,667,,0.86,,,2022   NOV,001738,2022
AS,October,,616,653,,0.84,,,2023   JAN,001738,2022
AS,November,,616,739,,0.95,,,2023   JAN,001738,2022
AS,December,,578,719,,0.93,,,2023   MAR,001738,2022
ED,January,3716,2972,"3,479",,0.93,,,2022   APR,001738,2022
ED,February,,2787,"2,999",,0.8,,,2022   APR,001738,2022
ED,March,,2972,"3,574",,0.96,,,2022   MAY,001738,2022
ED,April,,2972,"3,606",,0.97,,,2022   JUN,001738,2022
ED,May,,2972,"4,140",,1.11,,,2022   AUG,001738,2022
ED,June,,2972,"3,989",,1.07,,,2022   AUG,001738,2022
ED,July,,2972,"3,980",,1.07,,,2022   SEP,001738,2022
ED,August,,2972,"3,801",,1.02,,,2022   OCT,001738,2022
ED,September,,2972,"3,611",,0.97,,,2022   NOV,001738,2022
ED,October,,2972,"3,880",,1.04,,,2023   JAN,001738,2022
ED,November,,2972,"4,108",,1.1,,,2023   JAN,001738,2022
ED,December,,2787,"3,849",,1.03,,,2023   MAR,001738,2022
IP,January,1124,899,"1,214",,1.08,,,2022   MAR,001738,2022
IP,February,,843,"1,042",,0.92,,,2022   APR,001738,2022
IP,March,,899,"1,172",,1.04,,,2022   MAY,001738,2022
IP,April,,899,"1,135",,1.0,,,2022   JUN,001738,2022
IP,May,,899,"1,136",,1.01,,,2022   JUL,001738,2022
IP,June,,899,"1,188",,1.05,,,2022   AUG,001738,2022
IP,July,,899,"1,186",,1.05,,,2022   SEP,001738,2022
IP,August,,899,"1,106",,0.98,,,2022   OCT,001738,2022
IP,September,,899,"1,140",,1.01,,,2022   NOV,001738,2022
AS,January,268,214,266,,0.99,,,2022   JUN,010078,2022
AS,February,,201,294,,1.09,,,2022   AUG,010078,2022
AS,March,,214,329,,1.22,,,2022   AUG,010078,2022
AS,April,,214,282,,1.05,,,2022   AUG,010078,2022
AS,May,,214,284,,1.05,,,2022   OCT,010078,2022
AS,June,,214,241,,0.89,,,2022   SEP,010078,2022
AS,July,,214,208,6,0.77,NO,,2022   DEC,010078,2022
AS,August,,214,88,126,0.32,NO,,2022   NOV,010078,2022
AS,September,,214,102,112,0.38,NO,,2022   DEC,010078,2022
AS,October,,214,123,91,0.45,NO,,2022   NOV,010078,2022
AS,November,,214,104,110,0.38,NO,,2023   FEB,010078,2022
AS,December,,201,129,72,0.48,NO,,2023   FEB,010078,2022
AS,January,1034,827,"1,012",,0.97,,,2020   SEP,001005,2020
AS,February,,775,864,,0.83,,,2020   OCT,001005,2020
AS,March,,827,783,44,0.75,YES,,2021   APR,001005,2020
AS,April,,827,285,542,0.27,YES,,2021   APR,001005,2020
AS,May,,827,535,292,0.51,YES,,2020   SEP,001005,2020
AS,June,,827,961,,0.92,,,2020   SEP,001005,2020
AS,July,,827,"1,055",,1.02,,,2021   JAN,001005,2020
AS,August,,827,973,,0.94,,,2022   DEC,001005,2020
AS,September,,827,938,,0.9,,,2021   SEP,001005,2020
AS,October,,827,"1,059",,1.02,,,2021   FEB,001005,2020
AS,November,,827,968,,0.93,,,2021   FEB,001005,2020
AS,December,,775,943,,0.91,,,2022   DEC,001005,2020
ED,January,3009,2407,"3,020",,1.0,,,2020   MAY,001005,2020
ED,February,,2256,"2,694",,0.89,,,2021   APR,001005,2020
ED,March,,2407,"2,235",172,0.74,YES,,2021   APR,001005,2020
ED,April,,2407,"1,645",762,0.54,YES,,2021   APR,001005,2020
ED,May,,2407,"2,041",366,0.67,YES,,2021   JUN,001005,2020
ED,June,,2407,"2,483",,0.82,,,2021   MAR,001005,2020
ED,July,,2407,"3,061",,1.01,,,2020   SEP,001005,2020
ED,August,,2407,"2,930",,0.97,,,2021   JUN,001005,2020
ED,September,,2407,"2,639",,0.87,,,2021   SEP,001005,2020
ED,October,,2407,"2,607",,0.86,,,2021   SEP,001005,2020
ED,November,,2407,"2,317",90,0.77,YES,,2021   SEP,001005,2020
ED,December,,2256,"2,331",,0.77,,,2021   JUN,001005,2020
IP,January,985,788,999,,1.01,,,2020   SEP,001005,2020
IP,February,,738,913,,0.92,,,2021   APR,001005,2020
IP,March,,788,881,,0.89,,,2021   APR,001005,2020
IP,April,,788,714,74,0.72,YES,,2021   APR,001005,2020
IP,May,,788,739,49,0.75,YES,,2021   JAN,001005,2020
IP,June,,788,903,,0.91,,,2021   MAR,001005,2020
IP,July,,788,"1,059",,1.07,,,2021   APR,001005,2020
IP,August,,788,"1,000",,1.01,,,2021   SEP,001005,2020
IP,September,,788,969,,0.98,,,2021   OCT,001005,2020
AS,January,891,712,"1,143",,1.28,,,2021   MAR,009118,2021
AS,February,,668,"1,063",,1.19,,,2021   MAR,009118,2021
AS,March,,712,"1,242",,1.39,,,2021   APR,009118,2021
AS,April,,712,"1,012",,1.13,,,2021   MAY,009118,2021
AS,May,,712,"1,268",,1.42,,,2021   JUN,009118,2021
AS,June,,712,"1,294",,1.45,,,2021   JUL,009118,2021
AS,July,,712,"1,231",,1.38,,,2021   AUG,009118,2021
AS,August,,712,"1,172",,1.31,,,2021   DEC,009118,2021
AS,September,,712,"1,227",,1.37,,,2021   DEC,009118,2021
AS,October,,712,"1,279",,1.43,,,2021   DEC,009118,2021
AS,November,,712,"1,170",,1.31,,,2021   DEC,009118,2021
AS,December,,668,"1,170",,1.31,,,2022   SEP,009118,2021
AS,January,449,359,406,,0.9,,,2023   JAN,001301,2022
AS,February,,336,449,,1.0,,,2022   DEC,001301,2022
AS,March,,359,464,,1.03,,,2023   JAN,001301,2022
AS,April,,359,477,,1.06,,,2023   JAN,001301,2022
AS,May,,359,496,,1.1,,,2023   JAN,001301,2022
AS,June,,359,486,,1.08,,,2023   FEB,001301,2022
AS,July,,359,540,,1.2,,,2022   DEC,001301,2022
AS,August,,359,521,,1.16,,,2023   JAN,001301,2022
AS,September,,359,469,,1.04,,,2023   FEB,001301,2022
AS,October,,359,433,,0.96,,,2023   FEB,001301,2022
AS,November,,359,491,,1.09,,,2023   MAR,001301,2022
AS,December,,336,514,,1.14,,,2023   MAR,001301,2022
ED,January,7554,6043,"6,817",,0.9,,,2023   FEB,001301,2022
ED,February,,5665,"6,775",,0.89,,,2023   JAN,001301,2022
ED,March,,6043,"8,292",,1.09,,,2023   FEB,001301,2022
ED,April,,6043,"7,834",,1.03,,,2023   FEB,001301,2022
ED,May,,6043,"8,857",,1.17,,,2023   MAR,001301,2022
ED,June,,6043,"8,410",,1.11,,,2023   MAR,001301,2022
ED,July,,6043,"8,050",,1.06,,,2023   MAR,001301,2022
ED,August,,6043,"8,337",,1.1,,,2023   MAR,001301,2022
ED,September,,6043,"8,536",,1.12,,,2023   MAR,001301,2022
ED,October,,6043,"8,801",,1.16,,,2023   MAR,001301,2022
ED,November,,6043,"9,525",,1.26,,,2023   MAR,001301,2022
ED,December,,5665,"8,879",,1.17,,,2023   MAR,001301,2022
IP,January,1539,1231,"1,357",,0.88,,,2023   FEB,001301,2022
IP,February,,1154,"1,356",,0.88,,,2023   FEB,001301,2022
IP,March,,1231,"1,588",,1.03,,,2023   FEB,001301,2022
IP,April,,1231,"1,494",,0.97,,,2023   MAR,001301,2022
IP,May,,1231,"1,505",,0.97,,,2023   FEB,001301,2022
IP,June,,1231,"1,490",,0.96,,,2023   FEB,001301,2022
IP,July,,1231,"1,428",,0.92,,,2023   MAR,001301,2022
IP,August,,1231,"1,470",,0.95,,,2023   FEB,001301,2022
IP,September,,1231,"1,337",,0.86,,,2023   MAR,001301,2022
AS,January,209,167,183,,0.87,,,2022   APR,006557,2022
AS,February,,156,214,,1.02,,,2022   APR,006557,2022
AS,March,,167,235,,1.12,,,2022   APR,006557,2022
AS,April,,167,0,167,0.0,NO,,,006557,2022
AS,May,,167,0,167,0.0,NO,,,006557,2022
AS,June,,167,260,,1.24,,,2022   AUG,006557,2022
AS,July,,167,262,,1.25,,,2022   AUG,006557,2022
AS,August,,167,239,,1.14,,,2022   SEP,006557,2022
AS,September,,167,0,167,0.0,NO,,,006557,2022
AS,October,,167,0,167,0.0,NO,,,006557,2022
AS,November,,167,0,167,0.0,NO,,,006557,2022
AS,December,,156,0,156,0.0,NO,,,006557,2022
AS,January,1176,940,"1,096",,0.93,,,2023   FEB,007854,2023
AS,February,,882,0,882,0.0,NO,,,007854,2023
AS,January,684,547,631,,0.92,,,2022   FEB,009705,2022
AS,February,,513,624,,0.91,,,2022   MAR,009705,2022
AS,March,,547,772,,1.12,,,2022   APR,009705,2022
AS,April,,547,704,,1.02,,,2022   JUN,009705,2022
AS,May,,547,736,,1.07,,,2022   JUL,009705,2022
AS,June,,547,739,,1.08,,,2022   JUL,009705,2022
AS,July,,547,653,,0.95,,,2022   AUG,009705,2022
AS,August,,547,688,,1.0,,,2022   OCT,009705,2022
AS,September,,547,692,,1.01,,,2022   OCT,009705,2022
AS,October,,547,750,,1.09,,,2022   NOV,009705,2022
AS,November,,547,693,,1.01,,,2022   DEC,009705,2022
AS,December,,513,656,,0.95,,,2023   JAN,009705,2022
AS,January,358,286,339,,0.94,,,2023   MAR,001692,2023
AS,February,,268,185,83,0.51,NO,,2023   MAR,001692,2023
AS,January,66,52,109,,1.65,,,2021   MAR,009358,2021
AS,February,,49,68,,1.03,,,2021   MAR,009358,2021
AS,March,,52,92,,1.39,,,2021   APR,009358,2021
AS,April,,52,62,,0.93,,,2021   MAY,009358,2021
AS,May,,52,0,52,0.0,NO,,,009358,2021
AS,June,,52,82,,1.24,,,2021   SEP,009358,2021
AS,July,,52,70,,1.06,,,2021   SEP,009358,2021
AS,August,,52,44,8,0.66,NO,,2021   SEP,009358,2021
AS,September,,52,36,16,0.54,NO,,2021   OCT,009358,2021
AS,October,,52,20,32,0.3,NO,,2021   NOV,009358,2021
AS,November,,52,83,,1.25,,,2022   JAN,009358,2021
AS,December,,49,70,,1.06,,,2022   MAR,009358,2021
AS,January,912,729,916,,1.0,,,2021   MAR,006304,2021
AS,February,,684,0,684,0.0,NO,01/31/2022,,006304,2021
AS,March,,729,0,729,0.0,NO,01/31/2022,,006304,2021
AS,April,,729,0,729,0.0,NO,01/31/2022,,006304,2021
AS,May,,729,"1,031",,1.13,,,2021   SEP,006304,2021
AS,June,,729,"1,190",,1.3,,,2021   SEP,006304,2021
AS,July,,729,912,,1.0,,,2021   SEP,006304,2021
AS,August,,729,"1,098",,1.2,,,2021   SEP,006304,2021
AS,September,,729,"1,043",,1.14,,,2021   NOV,006304,2021
AS,October,,729,"1,179",,1.29,,,2021   NOV,006304,2021
AS,November,,729,"1,071",,1.17,,,2021   DEC,006304,2021
AS,December,,684,"1,024",,1.12,,,2022   JAN,006304,2021
AS,January,467,373,464,,0.99,,,2019   OCT,009089,2019
AS,February,,350,418,,0.89,,,2019   OCT,009089,2019
AS,March,,373,448,,0.95,,,2019   OCT,009089,2019
AS,April,,373,502,,1.07,,,2019   OCT,009089,2019
AS,May,,373,502,,1.07,,,2019   OCT,009089,2019
AS,June,,373,437,,0.93,,,2019   NOV,009089,2019
AS,July,,373,450,,0.96,,,2019   NOV,009089,2019
AS,August,,373,480,,1.02,,,2019   NOV,009089,2019
AS,September,,373,416,,0.89,,,2019   NOV,009089,2019
AS,October,,373,556,,1.19,,,2019   NOV,009089,2019
AS,November,,373,467,,1.0,,,2019   DEC,009089,2019
AS,December,,350,490,,1.04,,,2020   JAN,009089,2019
IP,January,92,73,97,,1.05,,,2021   MAR,000012,2021
IP,February,,69,89,,0.96,,,2021   APR,000012,2021
IP,March,,73,114,,1.23,,,2021   MAY,000012,2021
IP,April,,73,100,,1.08,,,2021   JUN,000012,2021
IP,May,,73,107,,1.16,,,2021   JUL,000012,2021
IP,June,,73,123,,1.33,,,2021   AUG,000012,2021
IP,July,,73,114,,1.23,,,2021   SEP,000012,2021
IP,August,,73,107,,1.16,,,2021   NOV,000012,2021
IP,September,,73,99,,1.07,,,2021   NOV,000012,2021
IP,October,,73,113,,1.22,,,2021   DEC,000012,2021
IP,November,,73,111,,1.2,,,2022   JAN,000012,2021
IP,December,,69,110,,1.19,,,2022   FEB,000012,2021
OP,January,1203,962,"1,377",,1.14,,,2021   MAR,000012,2021
OP,February,,902,"1,453",,1.2,,,2021   APR,000012,2021
OP,March,,962,"1,553",,1.29,,,2021   MAY,000012,2021
OP,April,,962,"1,370",,1.13,,,2021   JUN,000012,2021
OP,May,,962,"1,072",,0.89,,,2021   JUL,000012,2021
OP,June,,962,"1,398",,1.16,,,2021   AUG,000012,2021
OP,July,,962,"1,219",,1.01,,,2021   SEP,000012,2021
OP,August,,962,"1,473",,1.22,,,2021   NOV,000012,2021
OP,September,,962,"1,474",,1.22,,,2021   NOV,000012,2021
OP,October,,962,"1,479",,1.22,,,2021   DEC,000012,2021
OP,November,,962,"1,538",,1.27,,,2022   JAN,000012,2021
OP,December,,902,"1,622",,1.34,,,2022   FEB,000012,2021
AS,January,379,303,120,183,0.31,YES,,2022   NOV,000292,2021
AS,February,,284,166,118,0.43,YES,,2022   DEC,000292,2021
AS,March,,303,235,68,0.62,YES,,2022   NOV,000292,2021
AS,April,,303,473,,1.24,,,2021   OCT,000292,2021
AS,May,,303,413,,1.08,,,2021   SEP,000292,2021
AS,June,,303,443,,1.16,,,2021   DEC,000292,2021
AS,July,,303,456,,1.2,,,2022   AUG,000292,2021
AS,August,,303,468,,1.23,,,2022   AUG,000292,2021
AS,September,,303,399,,1.05,,,2022   AUG,000292,2021
AS,October,,303,451,,1.18,,,2022   JAN,000292,2021
AS,November,,303,454,,1.19,,,2022   APR,000292,2021
AS,December,,284,365,,0.96,,,2022   SEP,000292,2021
ED,January,1360,1088,0,1088,0.0,YES,,,000292,2021
ED,February,,1020,0,1020,0.0,YES,,,000292,2021
ED,March,,1088,0,1088,0.0,YES,,,000292,2021
ED,April,,1088,0,1088,0.0,YES,,,000292,2021
ED,May,,1088,0,1088,0.0,YES,,,000292,2021
ED,June,,1088,574,514,0.42,YES,,2021   NOV,000292,2021
ED,July,,1088,"1,062",26,0.78,YES,,2022   JUL,000292,2021
ED,August,,1088,"1,151",,0.84,,,2022   JUL,000292,2021
ED,September,,1088,"1,257",,0.92,,,2022   JUL,000292,2021
ED,October,,1088,"1,373",,1.0,,,2022   JUL,000292,2021
ED,November,,1088,"1,267",,0.93,,,2022   OCT,000292,2021
